"","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","clusters$cluster"
"5808","Male","No",36,"Yes","Doctor",9,"Low",1,5
"5809","Male","Yes",37,"Yes","Entertainment",0,"Low",2,5
"5810","Male","Yes",80,"Yes","Lawyer",2,"Low",1,4
"5811","Male","Yes",30,"Yes","Doctor",8,"Average",2,3
"5814","Male","No",32,"No","Doctor",3,"Low",3,5
"5815","Male","Yes",49,"Yes","Marketing",0,"Low",5,5
"5816","Male","Yes",67,"Yes","Executive",0,"High",4,2
"5817","Male","No",47,"No","Entertainment",1,"Low",1,5
"5818","Male","Yes",35,"No","Engineer",1,"Low",6,1
"5819","Female","Yes",26,"No","Marketing",0,"Low",5,5
"5820","Female","No",43,"Yes","Artist",1,"Low",1,5
"5822","Male","No",29,"Yes","Doctor",0,"Low",2,5
"5825","Male","No",41,"Yes","Doctor",4,"Low",2,5
"5826","Male","No",40,"Yes","Artist",14,"Low",2,5
"5829","Male","No",29,"No","Healthcare",2,"Low",5,6
"5830","Female","Yes",51,"No","Engineer",7,"Average",5,1
"5831","Male","No",32,"Yes","Engineer",6,"Low",1,1
"5832","Female","No",48,"Yes","Artist",1,"Low",1,5
"5833","Male","No",22,"No","Artist",1,"Low",3,5
"5834","Female","Yes",35,"Yes","Entertainment",1,"Average",2,3
"5835","Female","No",51,"Yes","Artist",2,"Low",1,5
"5836","Female","Yes",46,"No","Engineer",8,"Low",1,1
"5837","Female","No",27,"Yes","Healthcare",1,"Low",5,6
"5838","Female","Yes",56,"Yes","Artist",0,"Average",4,3
"5839","Male","Yes",50,"Yes","Artist",4,"Average",4,3
"5840","Male","Yes",59,"Yes","Healthcare",0,"Low",3,6
"5841","Female","Yes",61,"Yes","Artist",0,"Low",1,5
"5842","Male","No",32,"Yes","Doctor",9,"Low",1,5
"5843","Female","No",26,"Yes","Healthcare",1,"Low",5,6
"5846","Male","No",22,"No","Marketing",0,"Low",4,5
"5847","Female","No",29,"No","Marketing",4,"Low",3,5
"5848","Male","Yes",46,"Yes","Artist",1,"Low",3,5
"5851","Female","Yes",85,"Yes","Lawyer",0,"Low",1,4
"5853","Male","Yes",43,"Yes","Artist",9,"High",2,5
"5854","Female","No",18,"No","Healthcare",0,"Low",4,6
"5855","Male","Yes",87,"No","Artist",1,"Low",1,5
"5856","Male","Yes",40,"Yes","Artist",1,"Average",2,3
"5857","Male","Yes",25,"Yes","Entertainment",1,"Low",2,5
"5859","Female","Yes",48,"Yes","Artist",1,"High",3,5
"5860","Female","Yes",56,"Yes","Entertainment",0,"Average",2,3
"5861","Female","No",32,"No","Entertainment",1,"Low",3,5
"5862","Female","No",38,"Yes","Artist",7,"Low",7,5
"5863","Female","No",31,"No","Doctor",1,"Low",2,5
"5864","Female","Yes",36,"No","Executive",9,"Average",5,2
"5865","Male","No",37,"Yes","Healthcare",0,"Low",2,6
"5866","Female","Yes",40,"Yes","Doctor",1,"Low",2,5
"5867","Male","No",18,"No","Healthcare",5,"Low",4,6
"5868","Female","No",26,"No","Healthcare",0,"Low",6,6
"5870","Male","No",27,"Yes","Healthcare",9,"Low",2,6
"5871","Female","No",20,"No","Healthcare",1,"Low",3,6
"5872","Male","Yes",47,"No","Artist",1,"Average",4,3
"5873","Male","Yes",50,"No","Entertainment",1,"Average",3,3
"5874","Male","No",37,"Yes","Doctor",0,"Low",3,5
"5875","Female","Yes",49,"Yes","Artist",1,"Average",2,3
"5876","Male","Yes",29,"Yes","Healthcare",1,"Low",3,6
"5877","Male","Yes",37,"Yes","Executive",6,"High",3,2
"5879","Male","Yes",59,"No","Engineer",1,"Average",3,1
"5880","Male","No",21,"No","Marketing",0,"Low",5,5
"5882","Male","No",29,"No","Healthcare",0,"Low",6,6
"5884","Female","No",38,"Yes","Doctor",9,"Low",2,5
"5885","Male","Yes",37,"Yes","Artist",0,"Low",3,5
"5886","Male","Yes",60,"Yes","Entertainment",1,"Average",3,3
"5887","Male","Yes",55,"Yes","Doctor",0,"Low",1,5
"5888","Male","Yes",50,"Yes","Artist",1,"Average",2,3
"5890","Male","No",47,"Yes","Artist",9,"Low",2,5
"5891","Male","Yes",52,"Yes","Artist",6,"Average",2,3
"5892","Female","Yes",42,"No","Executive",0,"Average",5,2
"5893","Male","No",32,"No","Healthcare",0,"Low",3,6
"5895","Female","No",25,"No","Artist",1,"Low",1,5
"5896","Male","Yes",68,"Yes","Entertainment",1,"Average",2,3
"5897","Male","Yes",36,"Yes","Entertainment",4,"Average",2,3
"5900","Male","Yes",62,"Yes","Artist",0,"High",2,5
"5901","Male","No",32,"Yes","Doctor",4,"Low",5,5
"5903","Female","Yes",48,"Yes","Artist",0,"Low",1,5
"5904","Male","Yes",70,"Yes","Lawyer",8,"Average",2,4
"5905","Female","Yes",60,"Yes","Artist",0,"High",2,5
"5906","Male","No",45,"No","Artist",2,"Low",1,5
"5907","Female","Yes",48,"Yes","Homemaker",1,"Low",2,1
"5908","Male","Yes",76,"Yes","Lawyer",1,"Low",2,4
"5909","Male","Yes",53,"Yes","Engineer",4,"Low",3,1
"5910","Male","Yes",83,"No","Executive",1,"High",3,2
"5911","Female","Yes",79,"Yes","Lawyer",1,"High",2,4
"5912","Female","Yes",49,"Yes","Engineer",0,"Low",1,1
"5913","Female","Yes",76,"Yes","Lawyer",0,"High",2,4
"5914","Male","Yes",37,"No","Engineer",12,"Average",5,1
"5916","Female","Yes",35,"No","Artist",0,"Low",2,5
"5917","Female","Yes",31,"No","Homemaker",12,"Average",2,1
"5918","Male","No",21,"No","Marketing",1,"Low",5,5
"5919","Male","No",71,"Yes","Entertainment",1,"Low",2,5
"5920","Female","No",27,"No","Engineer",1,"Low",4,1
"5923","Male","Yes",43,"Yes","Artist",2,"Average",4,3
"5924","Male","Yes",46,"Yes","Artist",0,"Low",2,5
"5925","Male","Yes",88,"No","Lawyer",1,"Low",1,4
"5926","Male","No",29,"No","Healthcare",1,"Low",6,6
"5927","Male","No",27,"No","Engineer",0,"Low",5,1
"5929","Female","Yes",48,"No","Artist",8,"Average",3,3
"5930","Male","No",20,"No","Healthcare",4,"Low",5,6
"5931","Male","No",38,"Yes","Entertainment",1,"Low",1,5
"5933","Female","No",29,"No","Homemaker",1,"Low",6,1
"5934","Female","Yes",48,"Yes","Doctor",1,"Average",4,3
"5935","Female","No",65,"Yes","Lawyer",0,"Low",1,4
"5936","Male","Yes",51,"No","Engineer",1,"Average",7,1
"5937","Female","No",21,"No","Healthcare",0,"Low",5,6
"5938","Female","No",42,"Yes","Artist",0,"Low",1,5
"5939","Male","Yes",56,"No","Marketing",1,"Average",3,3
"5940","Female","Yes",86,"Yes","Lawyer",9,"High",2,4
"5941","Male","Yes",59,"Yes","Artist",0,"Average",4,3
"5942","Male","Yes",86,"Yes","Executive",1,"High",2,2
"5943","Male","Yes",59,"Yes","Artist",4,"High",2,5
"5944","Male","Yes",38,"Yes","Doctor",3,"Average",2,3
"5945","Female","No",31,"Yes","Marketing",0,"Low",1,5
"5946","Female","No",45,"Yes","Artist",1,"Low",1,5
"5947","Female","Yes",48,"Yes","Artist",10,"Low",2,5
"5948","Female","No",33,"No","Engineer",9,"Low",4,1
"5949","Male","Yes",38,"Yes","Entertainment",9,"Average",3,3
"5950","Female","Yes",49,"Yes","Artist",1,"Average",4,3
"5951","Female","Yes",48,"Yes","Artist",8,"Average",2,3
"5953","Male","No",28,"Yes","Healthcare",7,"Low",4,6
"5954","Female","Yes",33,"Yes","Doctor",0,"Average",2,3
"5955","Male","No",20,"No","Healthcare",0,"Low",4,6
"5956","Male","Yes",27,"No","Entertainment",0,"Low",1,5
"5957","Male","Yes",39,"Yes","Artist",3,"Average",4,3
"5958","Female","Yes",87,"No","Lawyer",0,"Low",1,4
"5959","Male","No",30,"Yes","Healthcare",1,"Low",4,6
"5961","Female","Yes",51,"Yes","Artist",1,"High",5,5
"5962","Male","Yes",46,"Yes","Executive",1,"High",5,2
"5963","Female","No",55,"No","Entertainment",3,"Low",1,5
"5964","Male","No",39,"No","Entertainment",0,"Low",4,5
"5965","Male","Yes",63,"Yes","Artist",1,"Average",4,3
"5966","Male","Yes",84,"Yes","Lawyer",0,"High",2,4
"5967","Male","Yes",41,"Yes","Executive",7,"High",2,2
"5969","Male","No",27,"Yes","Healthcare",2,"Low",4,6
"5970","Male","No",35,"Yes","Doctor",3,"Low",1,5
"5971","Female","Yes",47,"Yes","Artist",6,"Low",2,5
"5972","Female","No",51,"Yes","Artist",0,"Low",1,5
"5973","Female","Yes",32,"Yes","Artist",8,"Low",3,5
"5974","Male","Yes",31,"Yes","Engineer",1,"Low",2,1
"5975","Female","No",38,"Yes","Healthcare",0,"Low",4,6
"5976","Male","No",20,"No","Healthcare",1,"Low",3,6
"5977","Male","No",31,"Yes","Doctor",8,"Low",6,5
"5978","Male","Yes",55,"Yes","Entertainment",1,"Low",2,5
"5980","Male","No",83,"Yes","Lawyer",0,"Low",1,4
"5981","Male","Yes",41,"Yes","Doctor",0,"Low",2,5
"5982","Female","Yes",38,"Yes","Artist",1,"Average",2,3
"5983","Male","Yes",61,"Yes","Executive",5,"High",2,2
"5984","Female","Yes",48,"Yes","Homemaker",12,"Low",1,1
"5985","Male","Yes",40,"Yes","Doctor",1,"Average",2,3
"5986","Female","No",47,"Yes","Artist",0,"Low",1,5
"5987","Male","Yes",53,"Yes","Executive",4,"High",4,2
"5989","Male","Yes",72,"No","Artist",1,"Low",1,5
"5990","Female","Yes",50,"Yes","Artist",1,"Average",4,3
"5991","Male","Yes",63,"Yes","Entertainment",0,"Low",1,5
"5992","Male","Yes",42,"Yes","Artist",5,"Average",2,3
"5993","Male","Yes",40,"No","Entertainment",14,"Average",3,3
"5994","Female","Yes",63,"Yes","Artist",1,"Average",5,3
"5995","Male","No",25,"Yes","Artist",13,"Low",3,5
"5996","Male","Yes",49,"Yes","Executive",2,"High",4,2
"5997","Female","No",28,"No","Healthcare",0,"Low",6,6
"5998","Female","Yes",69,"Yes","Artist",0,"High",2,5
"5999","Male","No",31,"No","Healthcare",0,"Low",5,6
"6000","Female","Yes",36,"Yes","Artist",1,"Average",5,3
"6001","Male","No",21,"No","Healthcare",9,"Low",4,6
"6002","Female","Yes",36,"Yes","Artist",1,"Average",2,3
"6003","Female","No",41,"Yes","Healthcare",12,"Low",1,6
"6004","Female","No",31,"Yes","Artist",13,"Low",2,5
"6005","Male","Yes",51,"Yes","Executive",7,"High",4,2
"6006","Male","Yes",55,"Yes","Artist",1,"Low",3,5
"6008","Female","Yes",61,"No","Engineer",1,"Average",2,1
"6009","Male","No",31,"Yes","Artist",1,"Low",3,5
"6010","Female","Yes",55,"Yes","Artist",1,"High",4,5
"6011","Female","No",33,"Yes","Artist",0,"Low",5,5
"6012","Female","Yes",50,"Yes","Artist",1,"Average",5,3
"6013","Male","Yes",71,"No","Entertainment",1,"Low",2,5
"6015","Female","Yes",73,"Yes","Lawyer",1,"High",2,4
"6016","Female","Yes",58,"No","Lawyer",0,"High",4,4
"6017","Male","Yes",65,"Yes","Artist",5,"High",2,5
"6018","Female","Yes",75,"Yes","Artist",1,"High",2,5
"6019","Female","No",62,"Yes","Engineer",0,"Low",1,1
"6020","Female","No",38,"Yes","Healthcare",0,"Low",5,6
"6021","Female","No",27,"Yes","Homemaker",3,"Low",7,1
"6022","Male","No",19,"No","Healthcare",0,"Low",3,6
"6024","Female","Yes",50,"Yes","Artist",0,"High",2,5
"6025","Male","No",27,"Yes","Entertainment",9,"Low",1,5
"6026","Male","No",33,"No","Healthcare",9,"Low",3,6
"6027","Female","Yes",26,"No","Doctor",0,"Average",3,3
"6029","Male","No",45,"Yes","Entertainment",1,"Low",2,5
"6030","Male","No",25,"Yes","Doctor",7,"Low",1,5
"6031","Male","Yes",37,"Yes","Artist",6,"Low",1,5
"6032","Female","Yes",37,"Yes","Artist",5,"Average",3,3
"6033","Female","Yes",60,"Yes","Artist",8,"High",6,5
"6034","Female","Yes",76,"Yes","Lawyer",1,"High",2,4
"6035","Male","Yes",47,"Yes","Doctor",0,"Average",4,3
"6036","Female","Yes",42,"Yes","Artist",8,"Low",1,5
"6037","Male","Yes",66,"Yes","Artist",0,"Low",4,5
"6039","Male","Yes",40,"Yes","Artist",9,"Average",3,3
"6040","Male","No",21,"No","Healthcare",13,"Low",6,6
"6041","Female","No",42,"No","Doctor",8,"Low",1,5
"6042","Male","Yes",57,"Yes","Doctor",5,"Average",2,3
"6043","Male","No",23,"No","Healthcare",4,"Low",3,6
"6044","Female","Yes",52,"Yes","Artist",2,"Average",4,3
"6045","Male","Yes",42,"Yes","Doctor",1,"Average",2,3
"6046","Male","No",28,"No","Doctor",0,"Low",4,5
"6047","Male","Yes",43,"Yes","Artist",9,"Average",3,3
"6048","Male","No",30,"Yes","Doctor",3,"Low",2,5
"6049","Male","No",26,"No","Healthcare",1,"Low",6,6
"6050","Male","Yes",86,"Yes","Executive",0,"High",2,2
"6051","Male","Yes",52,"Yes","Entertainment",0,"Average",2,3
"6052","Female","Yes",43,"No","Engineer",0,"Low",1,1
"6054","Male","Yes",53,"Yes","Artist",1,"Average",3,3
"6055","Male","No",33,"Yes","Healthcare",3,"Low",1,6
"6056","Male","Yes",25,"Yes","Healthcare",9,"Low",2,6
"6057","Female","Yes",55,"Yes","Artist",1,"Low",1,5
"6058","Female","Yes",47,"Yes","Engineer",9,"Average",4,1
"6060","Male","No",27,"No","Doctor",9,"Low",4,5
"6061","Male","Yes",38,"Yes","Healthcare",8,"Average",4,3
"6062","Female","Yes",69,"Yes","Artist",2,"Average",9,3
"6063","Male","No",19,"No","Doctor",1,"Low",5,5
"6064","Female","No",28,"No","Marketing",9,"Low",2,5
"6065","Male","Yes",65,"Yes","Artist",1,"High",2,5
"6067","Female","No",22,"No","Healthcare",0,"Low",4,6
"6068","Female","Yes",25,"No","Homemaker",11,"Average",3,1
"6069","Female","No",52,"Yes","Artist",1,"Low",2,5
"6070","Female","No",37,"Yes","Artist",0,"Low",2,5
"6071","Male","Yes",29,"Yes","Entertainment",0,"Low",2,5
"6072","Male","No",31,"Yes","Healthcare",0,"Low",3,6
"6073","Female","No",36,"Yes","Marketing",9,"Low",1,5
"6074","Female","No",73,"Yes","Artist",0,"Low",1,5
"6075","Male","Yes",51,"Yes","Artist",2,"Low",2,5
"6077","Male","Yes",60,"No","Executive",0,"High",2,2
"6079","Female","No",22,"No","Healthcare",9,"Low",4,6
"6080","Male","Yes",28,"Yes","Engineer",9,"Average",2,1
"6081","Female","Yes",52,"Yes","Artist",1,"Average",3,3
"6082","Female","No",28,"No","Doctor",0,"Low",4,5
"6083","Female","Yes",37,"Yes","Artist",5,"Average",2,3
"6084","Male","Yes",53,"Yes","Doctor",2,"Average",3,3
"6085","Female","No",23,"No","Lawyer",0,"Low",6,4
"6086","Female","Yes",75,"Yes","Lawyer",0,"High",2,4
"6088","Male","Yes",53,"Yes","Artist",0,"High",4,5
"6089","Male","Yes",30,"Yes","Artist",12,"Average",2,3
"6090","Female","Yes",31,"No","Entertainment",0,"Average",2,3
"6091","Male","No",27,"Yes","Doctor",0,"Low",5,5
"6092","Male","Yes",65,"Yes","Lawyer",0,"Low",1,4
"6094","Male","Yes",52,"No","Entertainment",0,"Average",2,3
"6095","Female","Yes",52,"Yes","Artist",3,"Low",2,5
"6096","Female","No",51,"No","Engineer",8,"Low",6,1
"6097","Female","Yes",30,"Yes","Engineer",8,"Average",5,1
"6098","Male","No",42,"Yes","Artist",11,"Low",2,5
"6099","Female","No",19,"No","Healthcare",9,"Low",8,6
"6100","Male","Yes",50,"Yes","Executive",0,"High",4,2
"6101","Male","Yes",41,"Yes","Artist",0,"Average",4,3
"6102","Female","No",36,"No","Engineer",14,"Low",4,1
"6103","Female","Yes",43,"Yes","Healthcare",0,"Average",2,3
"6104","Male","Yes",85,"No","Lawyer",0,"Low",1,4
"6108","Female","Yes",47,"Yes","Artist",1,"Average",2,3
"6109","Female","Yes",60,"Yes","Lawyer",0,"Low",2,4
"6111","Female","No",37,"Yes","Doctor",5,"Low",1,5
"6112","Male","No",31,"Yes","Healthcare",0,"Low",2,6
"6117","Male","No",37,"Yes","Artist",4,"Low",7,5
"6118","Male","Yes",35,"Yes","Engineer",1,"Average",4,1
"6119","Male","No",50,"Yes","Artist",1,"Low",1,5
"6120","Male","No",21,"No","Healthcare",1,"Low",4,6
"6121","Male","Yes",59,"No","Entertainment",1,"Average",2,3
"6122","Female","No",20,"No","Healthcare",1,"Low",5,6
"6123","Female","No",49,"Yes","Engineer",9,"Low",1,1
"6124","Male","Yes",62,"Yes","Executive",0,"High",4,2
"6125","Male","Yes",61,"Yes","Artist",0,"Average",5,3
"6127","Female","Yes",41,"No","Marketing",5,"Average",3,3
"6128","Male","Yes",21,"No","Doctor",1,"Low",3,5
"6130","Female","Yes",38,"No","Engineer",1,"Average",6,1
"6133","Female","Yes",48,"Yes","Artist",2,"Low",2,5
"6135","Male","No",30,"Yes","Healthcare",1,"Low",1,6
"6137","Male","No",19,"No","Healthcare",0,"Low",4,6
"6138","Male","Yes",88,"No","Lawyer",1,"Low",1,4
"6139","Male","Yes",43,"Yes","Healthcare",1,"High",4,6
"6140","Male","Yes",38,"Yes","Entertainment",2,"Average",2,3
"6141","Male","No",32,"No","Doctor",10,"Low",2,5
"6142","Female","No",38,"Yes","Healthcare",8,"Low",2,6
"6143","Female","No",43,"Yes","Artist",0,"Low",3,5
"6144","Male","No",76,"Yes","Lawyer",0,"Low",2,4
"6145","Male","No",30,"Yes","Healthcare",9,"Low",5,6
"6146","Male","No",31,"No","Healthcare",1,"Low",4,6
"6147","Male","No",23,"No","Healthcare",0,"Low",3,6
"6148","Male","Yes",70,"No","Lawyer",0,"High",3,4
"6149","Female","No",25,"No","Engineer",1,"Low",1,1
"6150","Male","No",29,"No","Marketing",1,"Low",2,5
"6151","Female","Yes",50,"Yes","Artist",1,"Average",3,3
"6152","Male","Yes",71,"Yes","Artist",1,"Average",2,3
"6153","Female","No",18,"No","Healthcare",0,"Low",5,6
"6156","Female","Yes",45,"Yes","Artist",8,"Average",2,3
"6157","Female","No",41,"Yes","Artist",2,"Low",1,5
"6158","Male","No",20,"No","Marketing",0,"Low",3,5
"6159","Male","Yes",27,"No","Entertainment",14,"Average",2,3
"6160","Male","Yes",27,"Yes","Healthcare",1,"High",2,6
"6161","Female","No",18,"No","Healthcare",0,"Low",4,6
"6162","Female","Yes",41,"Yes","Artist",9,"High",2,5
"6163","Male","Yes",67,"No","Lawyer",1,"Average",2,4
"6164","Female","Yes",28,"Yes","Artist",0,"Low",2,5
"6166","Male","Yes",45,"No","Artist",1,"Average",4,3
"6167","Male","Yes",36,"No","Executive",8,"High",4,2
"6169","Female","No",33,"No","Engineer",1,"Low",3,1
"6170","Female","Yes",87,"Yes","Artist",1,"Average",2,3
"6171","Female","Yes",52,"Yes","Artist",3,"Low",1,5
"6172","Female","No",32,"No","Healthcare",1,"Low",3,6
"6173","Female","No",42,"Yes","Engineer",1,"Low",7,1
"6174","Male","No",22,"No","Healthcare",8,"Low",5,6
"6175","Female","No",18,"No","Doctor",2,"Low",4,5
"6176","Female","No",26,"No","Doctor",1,"Low",4,5
"6177","Female","Yes",66,"Yes","Artist",0,"Average",2,3
"6178","Female","Yes",66,"No","Engineer",6,"Average",4,1
"6179","Male","Yes",69,"No","Lawyer",1,"Low",2,4
"6181","Male","Yes",55,"Yes","Artist",1,"Low",2,5
"6182","Female","Yes",49,"Yes","Artist",6,"Low",2,5
"6183","Male","Yes",61,"Yes","Doctor",3,"Low",2,5
"6184","Female","No",47,"Yes","Artist",0,"Low",1,5
"6185","Male","Yes",59,"Yes","Executive",0,"High",5,2
"6186","Male","Yes",38,"Yes","Artist",3,"Average",4,3
"6187","Male","Yes",55,"Yes","Artist",8,"Average",2,3
"6188","Female","No",25,"No","Homemaker",1,"Low",1,1
"6189","Male","No",36,"No","Artist",2,"Low",4,5
"6190","Male","Yes",41,"Yes","Entertainment",0,"Low",1,5
"6191","Female","No",39,"No","Engineer",1,"Low",3,1
"6192","Female","No",20,"No","Healthcare",1,"Low",3,6
"6193","Female","No",33,"No","Engineer",0,"Low",5,1
"6194","Female","Yes",78,"No","Lawyer",0,"High",3,4
"6195","Female","Yes",87,"No","Lawyer",0,"Low",1,4
"6196","Male","No",19,"No","Healthcare",1,"Low",6,6
"6198","Female","Yes",60,"Yes","Artist",1,"High",4,5
"6199","Male","Yes",77,"No","Lawyer",1,"High",2,4
"6200","Female","Yes",43,"No","Entertainment",5,"Low",1,5
"6201","Female","Yes",51,"Yes","Artist",6,"Average",3,3
"6202","Male","No",18,"No","Doctor",0,"Low",5,5
"6203","Female","No",46,"Yes","Artist",0,"Low",2,5
"6204","Female","No",20,"No","Healthcare",1,"Low",5,6
"6205","Female","No",27,"Yes","Healthcare",0,"Low",5,6
"6206","Male","Yes",26,"Yes","Artist",0,"Low",2,5
"6207","Female","Yes",57,"Yes","Artist",0,"High",3,5
"6208","Male","Yes",53,"Yes","Artist",6,"Average",2,3
"6209","Male","Yes",38,"Yes","Artist",2,"Low",2,5
"6210","Male","Yes",41,"No","Doctor",1,"Low",3,5
"6211","Female","Yes",81,"No","Lawyer",0,"High",2,4
"6212","Female","Yes",38,"No","Engineer",0,"Low",3,1
"6213","Female","No",30,"Yes","Healthcare",0,"Low",1,6
"6214","Male","Yes",37,"No","Entertainment",2,"Low",3,5
"6215","Male","Yes",28,"Yes","Artist",9,"Average",2,3
"6216","Male","Yes",43,"No","Artist",1,"High",3,5
"6217","Male","No",21,"No","Doctor",0,"Low",5,5
"6218","Male","Yes",33,"Yes","Artist",1,"Average",3,3
"6219","Male","Yes",78,"Yes","Lawyer",1,"High",2,4
"6221","Male","No",23,"No","Healthcare",1,"Low",5,6
"6222","Female","No",27,"No","Healthcare",9,"Low",2,6
"6223","Female","Yes",45,"Yes","Artist",1,"Average",3,3
"6224","Male","No",31,"No","Doctor",0,"Low",1,5
"6225","Male","Yes",42,"Yes","Artist",2,"Average",2,3
"6226","Female","No",37,"Yes","Healthcare",1,"Low",3,6
"6227","Male","No",33,"Yes","Entertainment",9,"Low",2,5
"6228","Male","No",32,"Yes","Healthcare",1,"Low",3,6
"6229","Male","No",21,"No","Healthcare",1,"Low",3,6
"6230","Female","No",32,"No","Doctor",7,"Low",4,5
"6231","Male","Yes",36,"Yes","Artist",0,"Average",2,3
"6232","Male","Yes",43,"Yes","Artist",9,"Low",2,5
"6234","Male","Yes",41,"Yes","Artist",0,"Low",2,5
"6235","Male","Yes",41,"Yes","Engineer",1,"Average",2,1
"6236","Female","Yes",55,"No","Artist",1,"Low",2,5
"6237","Male","Yes",61,"No","Engineer",9,"Average",4,1
"6238","Female","No",38,"No","Artist",13,"Low",2,5
"6239","Male","Yes",62,"Yes","Entertainment",0,"Average",6,3
"6240","Female","No",33,"No","Marketing",0,"Low",4,5
"6241","Male","Yes",53,"Yes","Entertainment",1,"Average",2,3
"6242","Male","No",38,"Yes","Doctor",0,"Low",3,5
"6243","Male","Yes",51,"No","Artist",2,"Average",4,3
"6246","Male","Yes",45,"Yes","Artist",0,"Average",4,3
"6247","Female","Yes",71,"No","Engineer",2,"Low",1,1
"6248","Female","No",26,"No","Homemaker",0,"Low",6,1
"6249","Female","Yes",84,"Yes","Lawyer",1,"Low",1,4
"6250","Male","Yes",56,"No","Lawyer",0,"High",2,4
"6251","Male","No",27,"No","Marketing",8,"Low",4,5
"6252","Male","No",36,"No","Engineer",3,"Low",3,1
"6253","Female","Yes",70,"Yes","Artist",1,"Low",3,5
"6255","Female","Yes",40,"Yes","Engineer",0,"Average",2,1
"6256","Male","No",22,"No","Healthcare",0,"Low",4,6
"6257","Male","Yes",48,"Yes","Artist",4,"Low",1,5
"6258","Female","Yes",41,"Yes","Artist",9,"Average",2,3
"6259","Male","Yes",77,"Yes","Lawyer",0,"Low",2,4
"6260","Male","Yes",72,"Yes","Artist",6,"Low",1,5
"6261","Female","No",21,"No","Healthcare",1,"Low",3,6
"6262","Female","No",29,"Yes","Healthcare",3,"Low",4,6
"6264","Female","No",29,"Yes","Artist",7,"Low",7,5
"6265","Male","No",18,"No","Healthcare",0,"Low",2,6
"6266","Female","Yes",38,"Yes","Engineer",0,"Average",2,1
"6267","Female","Yes",48,"Yes","Homemaker",3,"Average",2,1
"6268","Female","Yes",48,"Yes","Doctor",1,"Average",2,3
"6269","Female","No",37,"Yes","Artist",3,"Low",1,5
"6270","Male","No",32,"Yes","Healthcare",9,"Low",5,6
"6271","Male","No",33,"No","Healthcare",3,"Low",5,6
"6273","Male","Yes",47,"No","Artist",0,"Average",5,3
"6274","Male","Yes",63,"Yes","Artist",1,"Average",3,3
"6275","Female","No",26,"Yes","Healthcare",5,"Low",2,6
"6276","Male","Yes",65,"Yes","Lawyer",11,"High",2,4
"6277","Male","Yes",22,"No","Healthcare",1,"Average",4,6
"6278","Female","Yes",42,"No","Engineer",4,"Low",1,1
"6279","Male","Yes",43,"No","Artist",8,"Low",1,5
"6281","Male","No",27,"Yes","Artist",5,"Low",4,5
"6282","Male","No",42,"Yes","Artist",7,"Low",1,5
"6283","Male","Yes",45,"Yes","Executive",1,"High",3,2
"6284","Male","No",33,"Yes","Doctor",9,"Low",6,5
"6285","Male","Yes",58,"No","Executive",0,"High",4,2
"6286","Male","No",21,"No","Doctor",0,"Low",3,5
"6287","Female","No",85,"Yes","Homemaker",4,"Low",1,1
"6288","Male","No",41,"No","Doctor",1,"Low",3,5
"6290","Female","Yes",57,"No","Engineer",0,"Low",1,1
"6291","Male","Yes",38,"No","Doctor",0,"Average",5,3
"6292","Male","Yes",50,"Yes","Artist",0,"Average",5,3
"6294","Male","No",33,"No","Healthcare",1,"Low",4,6
"6296","Male","No",26,"No","Healthcare",1,"Low",6,6
"6297","Male","Yes",25,"Yes","Artist",12,"Low",2,5
"6298","Male","Yes",63,"No","Executive",1,"High",3,2
"6301","Female","No",26,"Yes","Artist",9,"Low",1,5
"6302","Female","No",30,"Yes","Engineer",3,"Low",3,1
"6303","Female","Yes",36,"Yes","Doctor",0,"Low",1,5
"6304","Female","No",22,"No","Healthcare",1,"Low",9,6
"6306","Male","No",27,"No","Doctor",9,"Low",4,5
"6307","Male","Yes",42,"Yes","Executive",1,"High",5,2
"6308","Male","No",21,"No","Healthcare",1,"Low",2,6
"6309","Male","Yes",38,"Yes","Executive",0,"High",3,2
"6310","Male","Yes",63,"Yes","Artist",0,"Average",4,3
"6312","Female","No",25,"Yes","Engineer",8,"Low",3,1
"6313","Female","Yes",69,"Yes","Artist",1,"High",2,5
"6314","Male","Yes",53,"Yes","Artist",9,"Low",1,5
"6315","Male","Yes",36,"Yes","Artist",1,"Low",2,5
"6316","Male","No",27,"Yes","Healthcare",1,"Low",5,6
"6318","Male","No",19,"No","Healthcare",1,"Low",3,6
"6319","Male","Yes",29,"No","Executive",0,"Average",2,2
"6320","Female","No",51,"Yes","Lawyer",6,"Low",1,4
"6321","Male","No",43,"Yes","Entertainment",5,"Low",1,5
"6322","Male","No",42,"Yes","Artist",1,"Low",1,5
"6324","Male","No",37,"Yes","Artist",7,"Low",2,5
"6325","Male","Yes",66,"No","Lawyer",0,"High",2,4
"6326","Male","Yes",39,"Yes","Artist",1,"Average",2,3
"6327","Female","No",21,"No","Entertainment",5,"Low",5,5
"6328","Male","No",21,"No","Healthcare",1,"Low",4,6
"6329","Female","Yes",28,"Yes","Executive",8,"High",2,2
"6330","Male","Yes",56,"Yes","Artist",0,"Average",4,3
"6332","Male","No",26,"Yes","Healthcare",1,"Low",1,6
"6333","Male","No",18,"No","Healthcare",8,"Low",6,6
"6334","Male","No",23,"No","Healthcare",1,"Low",8,6
"6335","Female","Yes",45,"Yes","Artist",1,"Average",5,3
